timestamp,container,name,cpu_percent,memory_usage,memory_percent,threads,pids
2026-09-17T04:37:43.2327576Z,348cd506525f,book-reviews-a4-web-1,0.01,117.9MiB / 15.17GiB,0.76,11,11
2026-09-17T04:37:43.2327576Z,660681595a5e,book-reviews-a4-web-2,0.01,118.5MiB / 15.17GiB,0.76,11,11
2026-09-17T04:37:43.2327576Z,a1cb37b7da6b,book-reviews-a4-web-3,0.01,118.4MiB / 15.17GiB,0.76,11,11
2026-09-17T04:37:43.2327576Z,69b93e454d61,book-reviews-a4-static-1,0.02,31.34MiB / 15.17GiB,0.20,9,9
2026-09-17T04:37:43.2327576Z,ca43277e8356,book-reviews-a4-db-1,0.00,55.68MiB / 15.17GiB,0.36,10,10
2026-09-17T04:37:43.2327576Z,87235cf2e925,book-reviews-a4-redis-1,0.38,14.96MiB / 192MiB,7.79,6,6
2026-09-17T04:37:43.2327576Z,9848c97527b3,book-reviews-a4-traefik-1,9.03,120.6MiB / 15.17GiB,0.78,18,18
2026-09-17T04:37:43.2327576Z,48f7e9560c08,book-reviews-a4-opensearch-1,0.77,1.489GiB / 1.5GiB,99.23,129,129
2026-09-17T04:37:52.7718016Z,348cd506525f,book-reviews-a4-web-1,0.02,119.3MiB / 15.17GiB,0.77,11,11
2026-09-17T04:37:52.7718016Z,660681595a5e,book-reviews-a4-web-2,3.50,117.9MiB / 15.17GiB,0.76,11,11
2026-09-17T04:37:52.7718016Z,a1cb37b7da6b,book-reviews-a4-web-3,4.76,119MiB / 15.17GiB,0.77,11,11
2026-09-17T04:37:52.7718016Z,69b93e454d61,book-reviews-a4-static-1,3.16,31.87MiB / 15.17GiB,0.21,9,9
2026-09-17T04:37:52.7718016Z,ca43277e8356,book-reviews-a4-db-1,0.03,55.64MiB / 15.17GiB,0.36,10,10
2026-09-17T04:37:52.7718016Z,87235cf2e925,book-reviews-a4-redis-1,3.22,15.2MiB / 192MiB,7.92,6,6
2026-09-17T04:37:52.7718016Z,9848c97527b3,book-reviews-a4-traefik-1,0.26,119.5MiB / 15.17GiB,0.77,18,18
2026-09-17T04:37:52.7718016Z,48f7e9560c08,book-reviews-a4-opensearch-1,0.63,1.488GiB / 1.5GiB,99.19,129,129
2026-09-17T04:38:00.0970154Z,348cd506525f,book-reviews-a4-web-1,0.39,119.7MiB / 15.17GiB,0.77,11,11
2026-09-17T04:38:00.0970154Z,660681595a5e,book-reviews-a4-web-2,0.26,120.2MiB / 15.17GiB,0.77,11,11
2026-09-17T04:38:00.0970154Z,a1cb37b7da6b,book-reviews-a4-web-3,0.33,118.8MiB / 15.17GiB,0.76,11,11
2026-09-17T04:38:00.0970154Z,69b93e454d61,book-reviews-a4-static-1,0.03,31.39MiB / 15.17GiB,0.20,9,9
2026-09-17T04:38:00.0970154Z,ca43277e8356,book-reviews-a4-db-1,0.67,55.69MiB / 15.17GiB,0.36,10,10
2026-09-17T04:38:00.0970154Z,87235cf2e925,book-reviews-a4-redis-1,0.40,15.25MiB / 192MiB,7.94,6,6
2026-09-17T04:38:00.0970154Z,9848c97527b3,book-reviews-a4-traefik-1,0.20,121MiB / 15.17GiB,0.78,18,18
