timestamp,container,name,cpu_percent,memory_usage,memory_percent,threads,pids
2026-09-17T04:11:20.5941767Z,348cd506525f,book-reviews-a4-web-1,4.42,113.7MiB / 15.17GiB,0.73,10,10
2026-09-17T04:11:20.5941767Z,660681595a5e,book-reviews-a4-web-2,3.50,112.2MiB / 15.17GiB,0.72,11,11
2026-09-17T04:11:20.5941767Z,a1cb37b7da6b,book-reviews-a4-web-3,0.02,112.9MiB / 15.17GiB,0.73,10,10
2026-09-17T04:11:20.5941767Z,69b93e454d61,book-reviews-a4-static-1,0.01,30.37MiB / 15.17GiB,0.20,9,9
2026-09-17T04:11:20.5941767Z,ca43277e8356,book-reviews-a4-db-1,3.59,55.53MiB / 15.17GiB,0.36,10,10
2026-09-17T04:11:20.5941767Z,87235cf2e925,book-reviews-a4-redis-1,0.40,15.39MiB / 192MiB,8.01,6,6
2026-09-17T04:11:20.5941767Z,9848c97527b3,book-reviews-a4-traefik-1,7.99,119.7MiB / 15.17GiB,0.77,18,18
2026-09-17T04:11:20.5941767Z,48f7e9560c08,book-reviews-a4-opensearch-1,0.67,1.49GiB / 1.5GiB,99.31,129,129
2026-09-17T04:11:30.7690388Z,348cd506525f,book-reviews-a4-web-1,3.58,113.8MiB / 15.17GiB,0.73,10,10
2026-09-17T04:11:30.7690388Z,660681595a5e,book-reviews-a4-web-2,4.66,112.7MiB / 15.17GiB,0.73,11,11
2026-09-17T04:11:30.7690388Z,a1cb37b7da6b,book-reviews-a4-web-3,0.01,112.9MiB / 15.17GiB,0.73,10,10
2026-09-17T04:11:30.7690388Z,69b93e454d61,book-reviews-a4-static-1,0.01,30.89MiB / 15.17GiB,0.20,9,9
2026-09-17T04:11:30.7690388Z,ca43277e8356,book-reviews-a4-db-1,3.66,55.96MiB / 15.17GiB,0.36,10,10
2026-09-17T04:11:30.7690388Z,87235cf2e925,book-reviews-a4-redis-1,0.37,15.19MiB / 192MiB,7.91,6,6
2026-09-17T04:11:30.7690388Z,9848c97527b3,book-reviews-a4-traefik-1,8.56,118.5MiB / 15.17GiB,0.76,18,18
2026-09-17T04:11:30.7690388Z,48f7e9560c08,book-reviews-a4-opensearch-1,0.64,1.49GiB / 1.5GiB,99.33,129,129
2026-09-17T04:11:39.1356943Z,348cd506525f,book-reviews-a4-web-1,0.01,112.8MiB / 15.17GiB,0.73,10,10
2026-09-17T04:11:39.1356943Z,660681595a5e,book-reviews-a4-web-2,0.01,112.4MiB / 15.17GiB,0.72,11,11
2026-09-17T04:11:39.1356943Z,a1cb37b7da6b,book-reviews-a4-web-3,0.01,113.5MiB / 15.17GiB,0.73,10,10
2026-09-17T04:11:39.1356943Z,69b93e454d61,book-reviews-a4-static-1,0.01,31.57MiB / 15.17GiB,0.20,9,9
2026-09-17T04:11:39.1356943Z,ca43277e8356,book-reviews-a4-db-1,3.97,56.3MiB / 15.17GiB,0.36,10,10
2026-09-17T04:11:39.1356943Z,87235cf2e925,book-reviews-a4-redis-1,0.39,14.98MiB / 192MiB,7.80,6,6
2026-09-17T04:11:39.1356943Z,9848c97527b3,book-reviews-a4-traefik-1,0.06,118.7MiB / 15.17GiB,0.76,18,18
2026-09-17T04:11:39.1356943Z,48f7e9560c08,book-reviews-a4-opensearch-1,4.47,1.49GiB / 1.5GiB,99.33,129,129
2026-09-17T04:11:47.4819113Z,348cd506525f,book-reviews-a4-web-1,0.01,113.7MiB / 15.17GiB,0.73,10,10
2026-09-17T04:11:47.4819113Z,660681595a5e,book-reviews-a4-web-2,0.01,112MiB / 15.17GiB,0.72,11,11
2026-09-17T04:11:47.4819113Z,a1cb37b7da6b,book-reviews-a4-web-3,3.64,113.8MiB / 15.17GiB,0.73,10,10
2026-09-17T04:11:47.4819113Z,69b93e454d61,book-reviews-a4-static-1,3.24,31.18MiB / 15.17GiB,0.20,9,9
2026-09-17T04:11:47.4819113Z,ca43277e8356,book-reviews-a4-db-1,3.22,55.98MiB / 15.17GiB,0.36,10,10
2026-09-17T04:11:47.4819113Z,87235cf2e925,book-reviews-a4-redis-1,0.34,15.12MiB / 192MiB,7.88,6,6
2026-09-17T04:11:47.4819113Z,9848c97527b3,book-reviews-a4-traefik-1,0.14,118.6MiB / 15.17GiB,0.76,18,18
2026-09-17T04:11:47.4819113Z,48f7e9560c08,book-reviews-a4-opensearch-1,0.70,1.49GiB / 1.5GiB,99.30,129,129
2026-09-17T04:11:55.7260306Z,348cd506525f,book-reviews-a4-web-1,3.77,114.1MiB / 15.17GiB,0.73,10,10
2026-09-17T04:11:55.7260306Z,660681595a5e,book-reviews-a4-web-2,0.54,112.3MiB / 15.17GiB,0.72,11,11
2026-09-17T04:11:55.7260306Z,a1cb37b7da6b,book-reviews-a4-web-3,0.01,113MiB / 15.17GiB,0.73,15,10
2026-09-17T04:11:55.7260306Z,69b93e454d61,book-reviews-a4-static-1,0.02,30.67MiB / 15.17GiB,0.20,9,9
2026-09-17T04:11:55.7260306Z,ca43277e8356,book-reviews-a4-db-1,3.17,55.52MiB / 15.17GiB,0.36,10,10
2026-09-17T04:11:55.7260306Z,87235cf2e925,book-reviews-a4-redis-1,0.34,14.61MiB / 192MiB,7.61,6,6
2026-09-17T04:11:55.7260306Z,9848c97527b3,book-reviews-a4-traefik-1,8.54,119.5MiB / 15.17GiB,0.77,18,18
2026-09-17T04:11:55.7260306Z,48f7e9560c08,book-reviews-a4-opensearch-1,0.60,1.49GiB / 1.5GiB,99.34,129,129
2026-09-17T04:12:03.9640758Z,348cd506525f,book-reviews-a4-web-1,0.01,113.5MiB / 15.17GiB,0.73,10,10
2026-09-17T04:12:03.9640758Z,660681595a5e,book-reviews-a4-web-2,0.01,112.8MiB / 15.17GiB,0.73,11,11
2026-09-17T04:12:03.9640758Z,a1cb37b7da6b,book-reviews-a4-web-3,0.03,113.8MiB / 15.17GiB,0.73,10,10
2026-09-17T04:12:03.9640758Z,69b93e454d61,book-reviews-a4-static-1,0.01,31.43MiB / 15.17GiB,0.20,9,9
2026-09-17T04:12:03.9640758Z,ca43277e8356,book-reviews-a4-db-1,3.27,55.79MiB / 15.17GiB,0.36,10,10
2026-09-17T04:12:03.9640758Z,87235cf2e925,book-reviews-a4-redis-1,0.31,14.95MiB / 192MiB,7.79,6,6
2026-09-17T04:12:03.9640758Z,9848c97527b3,book-reviews-a4-traefik-1,0.05,118.7MiB / 15.17GiB,0.76,18,18
2026-09-17T04:12:03.9640758Z,48f7e9560c08,book-reviews-a4-opensearch-1,0.76,1.49GiB / 1.5GiB,99.35,129,129
2026-09-17T04:12:12.1704484Z,348cd506525f,book-reviews-a4-web-1,0.02,113.5MiB / 15.17GiB,0.73,10,10
2026-09-17T04:12:12.1704484Z,660681595a5e,book-reviews-a4-web-2,3.95,112.3MiB / 15.17GiB,0.72,11,11
2026-09-17T04:12:12.1704484Z,a1cb37b7da6b,book-reviews-a4-web-3,3.75,113.5MiB / 15.17GiB,0.73,10,10
2026-09-17T04:12:12.1704484Z,69b93e454d61,book-reviews-a4-static-1,0.02,30.95MiB / 15.17GiB,0.20,9,9
2026-09-17T04:12:12.1704484Z,ca43277e8356,book-reviews-a4-db-1,3.52,55.79MiB / 15.17GiB,0.36,10,10
2026-09-17T04:12:12.1704484Z,87235cf2e925,book-reviews-a4-redis-1,0.39,15.27MiB / 192MiB,7.95,6,6
2026-09-17T04:12:12.1704484Z,9848c97527b3,book-reviews-a4-traefik-1,0.21,119.1MiB / 15.17GiB,0.77,18,18
2026-09-17T04:12:12.1704484Z,48f7e9560c08,book-reviews-a4-opensearch-1,0.69,1.49GiB / 1.5GiB,99.31,129,129
2026-09-17T04:12:19.9119325Z,348cd506525f,book-reviews-a4-web-1,0.34,113.1MiB / 15.17GiB,0.73,10,10
2026-09-17T04:12:19.9119325Z,660681595a5e,book-reviews-a4-web-2,0.30,112.4MiB / 15.17GiB,0.72,11,11
2026-09-17T04:12:19.9119325Z,a1cb37b7da6b,book-reviews-a4-web-3,0.34,114.2MiB / 15.17GiB,0.73,10,10
2026-09-17T04:12:19.9119325Z,69b93e454d61,book-reviews-a4-static-1,0.02,30.65MiB / 15.17GiB,0.20,9,9
2026-09-17T04:12:19.9119325Z,ca43277e8356,book-reviews-a4-db-1,3.33,55.13MiB / 15.17GiB,0.35,10,10
2026-09-17T04:12:19.9119325Z,87235cf2e925,book-reviews-a4-redis-1,3.02,19.75MiB / 192MiB,10.28,6,6
2026-09-17T04:12:19.9119325Z,9848c97527b3,book-reviews-a4-traefik-1,0.42,119.2MiB / 15.17GiB,0.77,18,18
2026-09-17T04:12:19.9119325Z,48f7e9560c08,book-reviews-a4-opensearch-1,0.70,1.489GiB / 1.5GiB,99.28,129,129
2026-09-17T04:12:27.9198840Z,348cd506525f,book-reviews-a4-web-1,0.03,113.7MiB / 15.17GiB,0.73,10,10
2026-09-17T04:12:27.9198840Z,660681595a5e,book-reviews-a4-web-2,0.02,112.9MiB / 15.17GiB,0.73,11,11
2026-09-17T04:12:27.9198840Z,a1cb37b7da6b,book-reviews-a4-web-3,0.02,113.1MiB / 15.17GiB,0.73,10,10
2026-09-17T04:12:27.9198840Z,69b93e454d61,book-reviews-a4-static-1,3.25,31.37MiB / 15.17GiB,0.20,9,9
2026-09-17T04:12:27.9198840Z,ca43277e8356,book-reviews-a4-db-1,4.92,56.26MiB / 15.17GiB,0.36,10,10
2026-09-17T04:12:27.9198840Z,87235cf2e925,book-reviews-a4-redis-1,0.34,15.25MiB / 192MiB,7.94,6,6
