deployment,endpoint,requests_target,timestamp,container,container_id,memory_original,memory_usage_mib,source_file
single,search,1000,2026-09-17T03:23:03.6104038Z,book-reviews-a4-db-1,ca43277e8356,52.06MiB / 15.17GiB,52.06,results/matrix-20260916-2305/full-search-1000/containers.jsonl
single,search,1000,2026-09-17T03:23:03.6104038Z,book-reviews-a4-redis-1,87235cf2e925,10.84MiB / 192MiB,10.84,results/matrix-20260916-2305/full-search-1000/containers.jsonl
single,search,1000,2026-09-17T03:23:03.6104038Z,book-reviews-a4-traefik-1,9848c97527b3,120.3MiB / 15.17GiB,120.3,results/matrix-20260916-2305/full-search-1000/containers.jsonl
single,search,1000,2026-09-17T03:23:03.6104038Z,book-reviews-a4-opensearch-1,48f7e9560c08,1.448GiB / 1.5GiB,1482.752,results/matrix-20260916-2305/full-search-1000/containers.jsonl
single,search,1000,2026-09-17T03:23:11.6196248Z,book-reviews-a4-web-1,a42d74844cf7,131.5MiB / 15.17GiB,131.5,results/matrix-20260916-2305/full-search-1000/containers.jsonl
single,search,1000,2026-09-17T03:23:11.6196248Z,book-reviews-a4-static-1,69b93e454d61,29.48MiB / 15.17GiB,29.48,results/matrix-20260916-2305/full-search-1000/containers.jsonl
single,search,1000,2026-09-17T03:23:11.6196248Z,book-reviews-a4-db-1,ca43277e8356,51.77MiB / 15.17GiB,51.77,results/matrix-20260916-2305/full-search-1000/containers.jsonl
single,search,1000,2026-09-17T03:23:11.6196248Z,book-reviews-a4-redis-1,87235cf2e925,10.63MiB / 192MiB,10.63,results/matrix-20260916-2305/full-search-1000/containers.jsonl
single,search,1000,2026-09-17T03:23:11.6196248Z,book-reviews-a4-traefik-1,9848c97527b3,120.6MiB / 15.17GiB,120.6,results/matrix-20260916-2305/full-search-1000/containers.jsonl
single,search,1000,2026-09-17T03:23:11.6196248Z,book-reviews-a4-opensearch-1,48f7e9560c08,1.449GiB / 1.5GiB,1483.776,results/matrix-20260916-2305/full-search-1000/containers.jsonl
single,search,1000,2026-09-17T03:23:19.6602026Z,book-reviews-a4-web-1,a42d74844cf7,131.5MiB / 15.17GiB,131.5,results/matrix-20260916-2305/full-search-1000/containers.jsonl
single,search,1000,2026-09-17T03:23:19.6602026Z,book-reviews-a4-static-1,69b93e454d61,28.77MiB / 15.17GiB,28.77,results/matrix-20260916-2305/full-search-1000/containers.jsonl
single,search,1000,2026-09-17T03:23:19.6602026Z,book-reviews-a4-db-1,ca43277e8356,51.93MiB / 15.17GiB,51.93,results/matrix-20260916-2305/full-search-1000/containers.jsonl
single,search,1000,2026-09-17T03:23:19.6602026Z,book-reviews-a4-redis-1,87235cf2e925,10.83MiB / 192MiB,10.83,results/matrix-20260916-2305/full-search-1000/containers.jsonl
single,search,1000,2026-09-17T03:23:19.6602026Z,book-reviews-a4-traefik-1,9848c97527b3,120.7MiB / 15.17GiB,120.7,results/matrix-20260916-2305/full-search-1000/containers.jsonl
single,search,1000,2026-09-17T03:23:19.6602026Z,book-reviews-a4-opensearch-1,48f7e9560c08,1.449GiB / 1.5GiB,1483.776,results/matrix-20260916-2305/full-search-1000/containers.jsonl
single,search,5000,2026-09-17T03:39:17.7905078Z,book-reviews-a4-web-1,a42d74844cf7,136.6MiB / 15.17GiB,136.6,results/matrix-20260916-2305/full-search-5000/containers.jsonl
single,search,5000,2026-09-17T03:39:17.7905078Z,book-reviews-a4-static-1,69b93e454d61,28.68MiB / 15.17GiB,28.68,results/matrix-20260916-2305/full-search-5000/containers.jsonl
single,search,5000,2026-09-17T03:39:17.7905078Z,book-reviews-a4-db-1,ca43277e8356,51.35MiB / 15.17GiB,51.35,results/matrix-20260916-2305/full-search-5000/containers.jsonl
single,search,5000,2026-09-17T03:39:17.7905078Z,book-reviews-a4-redis-1,87235cf2e925,11.95MiB / 192MiB,11.95,results/matrix-20260916-2305/full-search-5000/containers.jsonl
single,search,5000,2026-09-17T03:39:17.7905078Z,book-reviews-a4-traefik-1,9848c97527b3,119MiB / 15.17GiB,119.0,results/matrix-20260916-2305/full-search-5000/containers.jsonl
single,search,5000,2026-09-17T03:39:17.7905078Z,book-reviews-a4-opensearch-1,48f7e9560c08,1.448GiB / 1.5GiB,1482.752,results/matrix-20260916-2305/full-search-5000/containers.jsonl
single,search,5000,2026-09-17T03:39:27.2107205Z,book-reviews-a4-web-1,a42d74844cf7,136.4MiB / 15.17GiB,136.4,results/matrix-20260916-2305/full-search-5000/containers.jsonl
single,search,5000,2026-09-17T03:39:27.2107205Z,book-reviews-a4-static-1,69b93e454d61,28.82MiB / 15.17GiB,28.82,results/matrix-20260916-2305/full-search-5000/containers.jsonl
single,search,5000,2026-09-17T03:39:27.2107205Z,book-reviews-a4-db-1,ca43277e8356,51.62MiB / 15.17GiB,51.62,results/matrix-20260916-2305/full-search-5000/containers.jsonl
single,search,5000,2026-09-17T03:39:27.2107205Z,book-reviews-a4-redis-1,87235cf2e925,12.71MiB / 192MiB,12.71,results/matrix-20260916-2305/full-search-5000/containers.jsonl
single,search,5000,2026-09-17T03:39:27.2107205Z,book-reviews-a4-traefik-1,9848c97527b3,133.4MiB / 15.17GiB,133.4,results/matrix-20260916-2305/full-search-5000/containers.jsonl
single,search,5000,2026-09-17T03:39:27.2107205Z,book-reviews-a4-opensearch-1,48f7e9560c08,1.449GiB / 1.5GiB,1483.776,results/matrix-20260916-2305/full-search-5000/containers.jsonl
single,search,5000,2026-09-17T03:39:35.5720804Z,book-reviews-a4-web-1,a42d74844cf7,135.4MiB / 15.17GiB,135.4,results/matrix-20260916-2305/full-search-5000/containers.jsonl
single,search,5000,2026-09-17T03:39:35.5720804Z,book-reviews-a4-static-1,69b93e454d61,29.05MiB / 15.17GiB,29.05,results/matrix-20260916-2305/full-search-5000/containers.jsonl
single,search,5000,2026-09-17T03:39:35.5720804Z,book-reviews-a4-db-1,ca43277e8356,51.81MiB / 15.17GiB,51.81,results/matrix-20260916-2305/full-search-5000/containers.jsonl
single,search,5000,2026-09-17T03:39:35.5720804Z,book-reviews-a4-redis-1,87235cf2e925,12.41MiB / 192MiB,12.41,results/matrix-20260916-2305/full-search-5000/containers.jsonl
single,search,5000,2026-09-17T03:39:35.5720804Z,book-reviews-a4-traefik-1,9848c97527b3,120.4MiB / 15.17GiB,120.4,results/matrix-20260916-2305/full-search-5000/containers.jsonl
single,search,5000,2026-09-17T03:39:35.5720804Z,book-reviews-a4-opensearch-1,48f7e9560c08,1.451GiB / 1.5GiB,1485.824,results/matrix-20260916-2305/full-search-5000/containers.jsonl
single,search,5000,2026-09-17T03:39:43.6351195Z,book-reviews-a4-web-1,a42d74844cf7,134.9MiB / 15.17GiB,134.9,results/matrix-20260916-2305/full-search-5000/containers.jsonl
single,search,5000,2026-09-17T03:39:43.6351195Z,book-reviews-a4-static-1,69b93e454d61,28.93MiB / 15.17GiB,28.93,results/matrix-20260916-2305/full-search-5000/containers.jsonl
single,search,5000,2026-09-17T03:39:43.6351195Z,book-reviews-a4-db-1,ca43277e8356,51.57MiB / 15.17GiB,51.57,results/matrix-20260916-2305/full-search-5000/containers.jsonl
single,search,5000,2026-09-17T03:39:43.6351195Z,book-reviews-a4-redis-1,87235cf2e925,12.52MiB / 192MiB,12.52,results/matrix-20260916-2305/full-search-5000/containers.jsonl
single,search,5000,2026-09-17T03:39:43.6351195Z,book-reviews-a4-traefik-1,9848c97527b3,120.6MiB / 15.17GiB,120.6,results/matrix-20260916-2305/full-search-5000/containers.jsonl
single,search,5000,2026-09-17T03:39:43.6351195Z,book-reviews-a4-opensearch-1,48f7e9560c08,1.451GiB / 1.5GiB,1485.824,results/matrix-20260916-2305/full-search-5000/containers.jsonl
single,search,5000,2026-09-17T03:39:51.6584281Z,book-reviews-a4-web-1,a42d74844cf7,135.5MiB / 15.17GiB,135.5,results/matrix-20260916-2305/full-search-5000/containers.jsonl
single,search,5000,2026-09-17T03:39:51.6584281Z,book-reviews-a4-static-1,69b93e454d61,28.81MiB / 15.17GiB,28.81,results/matrix-20260916-2305/full-search-5000/containers.jsonl
single,search,5000,2026-09-17T03:39:51.6584281Z,book-reviews-a4-db-1,ca43277e8356,51.88MiB / 15.17GiB,51.88,results/matrix-20260916-2305/full-search-5000/containers.jsonl
single,search,5000,2026-09-17T03:39:51.6584281Z,book-reviews-a4-redis-1,87235cf2e925,12.14MiB / 192MiB,12.14,results/matrix-20260916-2305/full-search-5000/containers.jsonl
single,search,5000,2026-09-17T03:39:51.6584281Z,book-reviews-a4-traefik-1,9848c97527b3,121.2MiB / 15.17GiB,121.2,results/matrix-20260916-2305/full-search-5000/containers.jsonl
single,search,5000,2026-09-17T03:39:51.6584281Z,book-reviews-a4-opensearch-1,48f7e9560c08,1.45GiB / 1.5GiB,1484.8,results/matrix-20260916-2305/full-search-5000/containers.jsonl
single,search,5000,2026-09-17T03:39:59.6941069Z,book-reviews-a4-web-1,a42d74844cf7,134.9MiB / 15.17GiB,134.9,results/matrix-20260916-2305/full-search-5000/containers.jsonl
single,search,5000,2026-09-17T03:39:59.6941069Z,book-reviews-a4-static-1,69b93e454d61,29.92MiB / 15.17GiB,29.92,results/matrix-20260916-2305/full-search-5000/containers.jsonl
single,search,5000,2026-09-17T03:39:59.6941069Z,book-reviews-a4-db-1,ca43277e8356,51.71MiB / 15.17GiB,51.71,results/matrix-20260916-2305/full-search-5000/containers.jsonl
single,search,5000,2026-09-17T03:39:59.6941069Z,book-reviews-a4-redis-1,87235cf2e925,12.79MiB / 192MiB,12.79,results/matrix-20260916-2305/full-search-5000/containers.jsonl
single,search,5000,2026-09-17T03:39:59.6941069Z,book-reviews-a4-traefik-1,9848c97527b3,121.1MiB / 15.17GiB,121.1,results/matrix-20260916-2305/full-search-5000/containers.jsonl
single,search,5000,2026-09-17T03:39:59.6941069Z,book-reviews-a4-opensearch-1,48f7e9560c08,1.45GiB / 1.5GiB,1484.8,results/matrix-20260916-2305/full-search-5000/containers.jsonl
single,search,5000,2026-09-17T03:40:07.3302519Z,book-reviews-a4-web-1,a42d74844cf7,135.8MiB / 15.17GiB,135.8,results/matrix-20260916-2305/full-search-5000/containers.jsonl
single,search,5000,2026-09-17T03:40:07.3302519Z,book-reviews-a4-static-1,69b93e454d61,28.78MiB / 15.17GiB,28.78,results/matrix-20260916-2305/full-search-5000/containers.jsonl
single,search,5000,2026-09-17T03:40:07.3302519Z,book-reviews-a4-db-1,ca43277e8356,52.21MiB / 15.17GiB,52.21,results/matrix-20260916-2305/full-search-5000/containers.jsonl
single,search,5000,2026-09-17T03:40:07.3302519Z,book-reviews-a4-redis-1,87235cf2e925,13.53MiB / 192MiB,13.53,results/matrix-20260916-2305/full-search-5000/containers.jsonl
single,search,5000,2026-09-17T03:40:07.3302519Z,book-reviews-a4-traefik-1,9848c97527b3,121.5MiB / 15.17GiB,121.5,results/matrix-20260916-2305/full-search-5000/containers.jsonl
single,search,5000,2026-09-17T03:40:07.3302519Z,book-reviews-a4-opensearch-1,48f7e9560c08,1.45GiB / 1.5GiB,1484.8,results/matrix-20260916-2305/full-search-5000/containers.jsonl
single,search,5000,2026-09-17T03:40:15.3812901Z,book-reviews-a4-web-1,a42d74844cf7,136MiB / 15.17GiB,136.0,results/matrix-20260916-2305/full-search-5000/containers.jsonl
single,search,5000,2026-09-17T03:40:15.3812901Z,book-reviews-a4-static-1,69b93e454d61,34.2MiB / 15.17GiB,34.2,results/matrix-20260916-2305/full-search-5000/containers.jsonl
single,search,5000,2026-09-17T03:40:15.3812901Z,book-reviews-a4-db-1,ca43277e8356,51.5MiB / 15.17GiB,51.5,results/matrix-20260916-2305/full-search-5000/containers.jsonl
single,search,5000,2026-09-17T03:40:15.3812901Z,book-reviews-a4-redis-1,87235cf2e925,13.62MiB / 192MiB,13.62,results/matrix-20260916-2305/full-search-5000/containers.jsonl
single,search,5000,2026-09-17T03:40:15.3812901Z,book-reviews-a4-traefik-1,9848c97527b3,120.9MiB / 15.17GiB,120.9,results/matrix-20260916-2305/full-search-5000/containers.jsonl
single,search,5000,2026-09-17T03:40:15.3812901Z,book-reviews-a4-opensearch-1,48f7e9560c08,1.45GiB / 1.5GiB,1484.8,results/matrix-20260916-2305/full-search-5000/containers.jsonl
single,search,5000,2026-09-17T03:40:23.5338451Z,book-reviews-a4-web-1,a42d74844cf7,135.3MiB / 15.17GiB,135.3,results/matrix-20260916-2305/full-search-5000/containers.jsonl
single,search,5000,2026-09-17T03:40:23.5338451Z,book-reviews-a4-static-1,69b93e454d61,28.91MiB / 15.17GiB,28.91,results/matrix-20260916-2305/full-search-5000/containers.jsonl
single,search,5000,2026-09-17T03:40:23.5338451Z,book-reviews-a4-db-1,ca43277e8356,51.38MiB / 15.17GiB,51.38,results/matrix-20260916-2305/full-search-5000/containers.jsonl
single,search,5000,2026-09-17T03:40:23.5338451Z,book-reviews-a4-redis-1,87235cf2e925,13.1MiB / 192MiB,13.1,results/matrix-20260916-2305/full-search-5000/containers.jsonl
single,search,5000,2026-09-17T03:40:23.5338451Z,book-reviews-a4-traefik-1,9848c97527b3,121.4MiB / 15.17GiB,121.4,results/matrix-20260916-2305/full-search-5000/containers.jsonl
single,search,5000,2026-09-17T03:40:23.5338451Z,book-reviews-a4-opensearch-1,48f7e9560c08,1.45GiB / 1.5GiB,1484.8,results/matrix-20260916-2305/full-search-5000/containers.jsonl
single,search,5000,2026-09-17T03:40:31.6619783Z,book-reviews-a4-web-1,a42d74844cf7,134.8MiB / 15.17GiB,134.8,results/matrix-20260916-2305/full-search-5000/containers.jsonl
single,search,5000,2026-09-17T03:40:31.6619783Z,book-reviews-a4-static-1,69b93e454d61,29.45MiB / 15.17GiB,29.45,results/matrix-20260916-2305/full-search-5000/containers.jsonl
single,search,5000,2026-09-17T03:40:31.6619783Z,book-reviews-a4-db-1,ca43277e8356,51.66MiB / 15.17GiB,51.66,results/matrix-20260916-2305/full-search-5000/containers.jsonl
single,search,5000,2026-09-17T03:40:31.6619783Z,book-reviews-a4-redis-1,87235cf2e925,12.88MiB / 192MiB,12.88,results/matrix-20260916-2305/full-search-5000/containers.jsonl
single,search,5000,2026-09-17T03:40:31.6619783Z,book-reviews-a4-traefik-1,9848c97527b3,121.3MiB / 15.17GiB,121.3,results/matrix-20260916-2305/full-search-5000/containers.jsonl
single,search,5000,2026-09-17T03:40:31.6619783Z,book-reviews-a4-opensearch-1,48f7e9560c08,1.45GiB / 1.5GiB,1484.8,results/matrix-20260916-2305/full-search-5000/containers.jsonl
single,search,5000,2026-09-17T03:40:39.6432857Z,book-reviews-a4-web-1,a42d74844cf7,135.5MiB / 15.17GiB,135.5,results/matrix-20260916-2305/full-search-5000/containers.jsonl
single,search,5000,2026-09-17T03:40:39.6432857Z,book-reviews-a4-static-1,69b93e454d61,28.81MiB / 15.17GiB,28.81,results/matrix-20260916-2305/full-search-5000/containers.jsonl
single,search,5000,2026-09-17T03:40:39.6432857Z,book-reviews-a4-db-1,ca43277e8356,51.55MiB / 15.17GiB,51.55,results/matrix-20260916-2305/full-search-5000/containers.jsonl
single,search,5000,2026-09-17T03:40:39.6432857Z,book-reviews-a4-redis-1,87235cf2e925,13.25MiB / 192MiB,13.25,results/matrix-20260916-2305/full-search-5000/containers.jsonl
single,search,5000,2026-09-17T03:40:39.6432857Z,book-reviews-a4-traefik-1,9848c97527b3,121.6MiB / 15.17GiB,121.6,results/matrix-20260916-2305/full-search-5000/containers.jsonl
single,search,5000,2026-09-17T03:40:39.6432857Z,book-reviews-a4-opensearch-1,48f7e9560c08,1.452GiB / 1.5GiB,1486.848,results/matrix-20260916-2305/full-search-5000/containers.jsonl
single,search,5000,2026-09-17T03:40:47.3676962Z,book-reviews-a4-web-1,a42d74844cf7,135.5MiB / 15.17GiB,135.5,results/matrix-20260916-2305/full-search-5000/containers.jsonl
single,search,5000,2026-09-17T03:40:47.3676962Z,book-reviews-a4-static-1,69b93e454d61,29.18MiB / 15.17GiB,29.18,results/matrix-20260916-2305/full-search-5000/containers.jsonl
single,search,5000,2026-09-17T03:40:47.3676962Z,book-reviews-a4-db-1,ca43277e8356,51.4MiB / 15.17GiB,51.4,results/matrix-20260916-2305/full-search-5000/containers.jsonl
single,search,5000,2026-09-17T03:40:47.3676962Z,book-reviews-a4-redis-1,87235cf2e925,13.29MiB / 192MiB,13.29,results/matrix-20260916-2305/full-search-5000/containers.jsonl
single,search,5000,2026-09-17T03:40:47.3676962Z,book-reviews-a4-traefik-1,9848c97527b3,120.8MiB / 15.17GiB,120.8,results/matrix-20260916-2305/full-search-5000/containers.jsonl
single,search,5000,2026-09-17T03:40:47.3676962Z,book-reviews-a4-opensearch-1,48f7e9560c08,1.452GiB / 1.5GiB,1486.848,results/matrix-20260916-2305/full-search-5000/containers.jsonl
single,search,5000,2026-09-17T03:40:55.3948308Z,book-reviews-a4-web-1,a42d74844cf7,135.9MiB / 15.17GiB,135.9,results/matrix-20260916-2305/full-search-5000/containers.jsonl
single,search,5000,2026-09-17T03:40:55.3948308Z,book-reviews-a4-static-1,69b93e454d61,28.84MiB / 15.17GiB,28.84,results/matrix-20260916-2305/full-search-5000/containers.jsonl
single,search,5000,2026-09-17T03:40:55.3948308Z,book-reviews-a4-db-1,ca43277e8356,51.08MiB / 15.17GiB,51.08,results/matrix-20260916-2305/full-search-5000/containers.jsonl
single,search,5000,2026-09-17T03:40:55.3948308Z,book-reviews-a4-redis-1,87235cf2e925,13.37MiB / 192MiB,13.37,results/matrix-20260916-2305/full-search-5000/containers.jsonl
single,search,5000,2026-09-17T03:40:55.3948308Z,book-reviews-a4-traefik-1,9848c97527b3,120.8MiB / 15.17GiB,120.8,results/matrix-20260916-2305/full-search-5000/containers.jsonl
single,search,5000,2026-09-17T03:40:55.3948308Z,book-reviews-a4-opensearch-1,48f7e9560c08,1.452GiB / 1.5GiB,1486.848,results/matrix-20260916-2305/full-search-5000/containers.jsonl
single,search,5000,2026-09-17T03:41:03.4448569Z,book-reviews-a4-web-1,a42d74844cf7,135.6MiB / 15.17GiB,135.6,results/matrix-20260916-2305/full-search-5000/containers.jsonl
single,search,5000,2026-09-17T03:41:03.4448569Z,book-reviews-a4-static-1,69b93e454d61,29.04MiB / 15.17GiB,29.04,results/matrix-20260916-2305/full-search-5000/containers.jsonl
single,search,5000,2026-09-17T03:41:03.4448569Z,book-reviews-a4-db-1,ca43277e8356,50.98MiB / 15.17GiB,50.98,results/matrix-20260916-2305/full-search-5000/containers.jsonl
single,search,5000,2026-09-17T03:41:03.4448569Z,book-reviews-a4-redis-1,87235cf2e925,12.87MiB / 192MiB,12.87,results/matrix-20260916-2305/full-search-5000/containers.jsonl
single,search,5000,2026-09-17T03:41:03.4448569Z,book-reviews-a4-traefik-1,9848c97527b3,121.3MiB / 15.17GiB,121.3,results/matrix-20260916-2305/full-search-5000/containers.jsonl
single,search,5000,2026-09-17T03:41:03.4448569Z,book-reviews-a4-opensearch-1,48f7e9560c08,1.451GiB / 1.5GiB,1485.824,results/matrix-20260916-2305/full-search-5000/containers.jsonl
single,search,5000,2026-09-17T03:41:11.5463443Z,book-reviews-a4-web-1,a42d74844cf7,135.6MiB / 15.17GiB,135.6,results/matrix-20260916-2305/full-search-5000/containers.jsonl
single,search,5000,2026-09-17T03:41:11.5463443Z,book-reviews-a4-static-1,69b93e454d61,28.89MiB / 15.17GiB,28.89,results/matrix-20260916-2305/full-search-5000/containers.jsonl
single,search,5000,2026-09-17T03:41:11.5463443Z,book-reviews-a4-db-1,ca43277e8356,51.91MiB / 15.17GiB,51.91,results/matrix-20260916-2305/full-search-5000/containers.jsonl
single,search,5000,2026-09-17T03:41:11.5463443Z,book-reviews-a4-redis-1,87235cf2e925,13.39MiB / 192MiB,13.39,results/matrix-20260916-2305/full-search-5000/containers.jsonl
single,search,5000,2026-09-17T03:41:11.5463443Z,book-reviews-a4-traefik-1,9848c97527b3,121.5MiB / 15.17GiB,121.5,results/matrix-20260916-2305/full-search-5000/containers.jsonl
single,search,5000,2026-09-17T03:41:11.5463443Z,book-reviews-a4-opensearch-1,48f7e9560c08,1.451GiB / 1.5GiB,1485.824,results/matrix-20260916-2305/full-search-5000/containers.jsonl
single,search,5000,2026-09-17T03:41:19.6121814Z,book-reviews-a4-web-1,a42d74844cf7,135.2MiB / 15.17GiB,135.2,results/matrix-20260916-2305/full-search-5000/containers.jsonl
single,search,5000,2026-09-17T03:41:19.6121814Z,book-reviews-a4-static-1,69b93e454d61,29.04MiB / 15.17GiB,29.04,results/matrix-20260916-2305/full-search-5000/containers.jsonl
single,search,5000,2026-09-17T03:41:19.6121814Z,book-reviews-a4-db-1,ca43277e8356,51.33MiB / 15.17GiB,51.33,results/matrix-20260916-2305/full-search-5000/containers.jsonl
single,search,5000,2026-09-17T03:41:19.6121814Z,book-reviews-a4-redis-1,87235cf2e925,12.77MiB / 192MiB,12.77,results/matrix-20260916-2305/full-search-5000/containers.jsonl
single,search,5000,2026-09-17T03:41:19.6121814Z,book-reviews-a4-traefik-1,9848c97527b3,121.4MiB / 15.17GiB,121.4,results/matrix-20260916-2305/full-search-5000/containers.jsonl
single,search,5000,2026-09-17T03:41:19.6121814Z,book-reviews-a4-opensearch-1,48f7e9560c08,1.451GiB / 1.5GiB,1485.824,results/matrix-20260916-2305/full-search-5000/containers.jsonl
single,search,5000,2026-09-17T03:41:27.2766269Z,book-reviews-a4-web-1,a42d74844cf7,135.7MiB / 15.17GiB,135.7,results/matrix-20260916-2305/full-search-5000/containers.jsonl
single,search,5000,2026-09-17T03:41:27.2766269Z,book-reviews-a4-static-1,69b93e454d61,28.95MiB / 15.17GiB,28.95,results/matrix-20260916-2305/full-search-5000/containers.jsonl
single,search,5000,2026-09-17T03:41:27.2766269Z,book-reviews-a4-db-1,ca43277e8356,52.1MiB / 15.17GiB,52.1,results/matrix-20260916-2305/full-search-5000/containers.jsonl
single,search,5000,2026-09-17T03:41:27.2766269Z,book-reviews-a4-redis-1,87235cf2e925,12.32MiB / 192MiB,12.32,results/matrix-20260916-2305/full-search-5000/containers.jsonl
single,search,5000,2026-09-17T03:41:27.2766269Z,book-reviews-a4-traefik-1,9848c97527b3,121.2MiB / 15.17GiB,121.2,results/matrix-20260916-2305/full-search-5000/containers.jsonl
single,search,5000,2026-09-17T03:41:27.2766269Z,book-reviews-a4-opensearch-1,48f7e9560c08,1.451GiB / 1.5GiB,1485.824,results/matrix-20260916-2305/full-search-5000/containers.jsonl
single,search,5000,2026-09-17T03:41:35.3228261Z,book-reviews-a4-web-1,a42d74844cf7,135.7MiB / 15.17GiB,135.7,results/matrix-20260916-2305/full-search-5000/containers.jsonl
single,search,5000,2026-09-17T03:41:35.3228261Z,book-reviews-a4-static-1,69b93e454d61,30.39MiB / 15.17GiB,30.39,results/matrix-20260916-2305/full-search-5000/containers.jsonl
single,search,5000,2026-09-17T03:41:35.3228261Z,book-reviews-a4-db-1,ca43277e8356,51.4MiB / 15.17GiB,51.4,results/matrix-20260916-2305/full-search-5000/containers.jsonl
single,search,5000,2026-09-17T03:41:35.3228261Z,book-reviews-a4-redis-1,87235cf2e925,13.85MiB / 192MiB,13.85,results/matrix-20260916-2305/full-search-5000/containers.jsonl
single,search,5000,2026-09-17T03:41:35.3228261Z,book-reviews-a4-traefik-1,9848c97527b3,121.3MiB / 15.17GiB,121.3,results/matrix-20260916-2305/full-search-5000/containers.jsonl
single,search,5000,2026-09-17T03:41:35.3228261Z,book-reviews-a4-opensearch-1,48f7e9560c08,1.451GiB / 1.5GiB,1485.824,results/matrix-20260916-2305/full-search-5000/containers.jsonl
single,search,5000,2026-09-17T03:41:43.3793980Z,book-reviews-a4-web-1,a42d74844cf7,135MiB / 15.17GiB,135.0,results/matrix-20260916-2305/full-search-5000/containers.jsonl
single,search,5000,2026-09-17T03:41:43.3793980Z,book-reviews-a4-static-1,69b93e454d61,29.16MiB / 15.17GiB,29.16,results/matrix-20260916-2305/full-search-5000/containers.jsonl
single,search,5000,2026-09-17T03:41:43.3793980Z,book-reviews-a4-db-1,ca43277e8356,51.53MiB / 15.17GiB,51.53,results/matrix-20260916-2305/full-search-5000/containers.jsonl
single,search,5000,2026-09-17T03:41:43.3793980Z,book-reviews-a4-redis-1,87235cf2e925,13.18MiB / 192MiB,13.18,results/matrix-20260916-2305/full-search-5000/containers.jsonl
single,search,5000,2026-09-17T03:41:43.3793980Z,book-reviews-a4-traefik-1,9848c97527b3,121.5MiB / 15.17GiB,121.5,results/matrix-20260916-2305/full-search-5000/containers.jsonl
single,search,5000,2026-09-17T03:41:43.3793980Z,book-reviews-a4-opensearch-1,48f7e9560c08,1.451GiB / 1.5GiB,1485.824,results/matrix-20260916-2305/full-search-5000/containers.jsonl
single,search,5000,2026-09-17T03:41:51.3315946Z,book-reviews-a4-web-1,a42d74844cf7,136.1MiB / 15.17GiB,136.1,results/matrix-20260916-2305/full-search-5000/containers.jsonl
single,search,5000,2026-09-17T03:41:51.3315946Z,book-reviews-a4-static-1,69b93e454d61,30.02MiB / 15.17GiB,30.02,results/matrix-20260916-2305/full-search-5000/containers.jsonl
single,search,5000,2026-09-17T03:41:51.3315946Z,book-reviews-a4-db-1,ca43277e8356,51.8MiB / 15.17GiB,51.8,results/matrix-20260916-2305/full-search-5000/containers.jsonl
single,search,5000,2026-09-17T03:41:51.3315946Z,book-reviews-a4-redis-1,87235cf2e925,13.19MiB / 192MiB,13.19,results/matrix-20260916-2305/full-search-5000/containers.jsonl
single,search,5000,2026-09-17T03:41:51.3315946Z,book-reviews-a4-traefik-1,9848c97527b3,121.4MiB / 15.17GiB,121.4,results/matrix-20260916-2305/full-search-5000/containers.jsonl
single,search,5000,2026-09-17T03:41:51.3315946Z,book-reviews-a4-opensearch-1,48f7e9560c08,1.438GiB / 1.5GiB,1472.512,results/matrix-20260916-2305/full-search-5000/containers.jsonl
single,search,5000,2026-09-17T03:41:59.3620393Z,book-reviews-a4-web-1,a42d74844cf7,135.5MiB / 15.17GiB,135.5,results/matrix-20260916-2305/full-search-5000/containers.jsonl
single,search,5000,2026-09-17T03:41:59.3620393Z,book-reviews-a4-static-1,69b93e454d61,29.52MiB / 15.17GiB,29.52,results/matrix-20260916-2305/full-search-5000/containers.jsonl
single,search,5000,2026-09-17T03:41:59.3620393Z,book-reviews-a4-db-1,ca43277e8356,51.61MiB / 15.17GiB,51.61,results/matrix-20260916-2305/full-search-5000/containers.jsonl
single,search,5000,2026-09-17T03:41:59.3620393Z,book-reviews-a4-redis-1,87235cf2e925,13.53MiB / 192MiB,13.53,results/matrix-20260916-2305/full-search-5000/containers.jsonl
single,search,5000,2026-09-17T03:41:59.3620393Z,book-reviews-a4-traefik-1,9848c97527b3,121.5MiB / 15.17GiB,121.5,results/matrix-20260916-2305/full-search-5000/containers.jsonl
single,search,5000,2026-09-17T03:41:59.3620393Z,book-reviews-a4-opensearch-1,48f7e9560c08,1.439GiB / 1.5GiB,1473.536,results/matrix-20260916-2305/full-search-5000/containers.jsonl
single,search,5000,2026-09-17T03:42:07.3907716Z,book-reviews-a4-web-1,a42d74844cf7,135.6MiB / 15.17GiB,135.6,results/matrix-20260916-2305/full-search-5000/containers.jsonl
single,search,5000,2026-09-17T03:42:07.3907716Z,book-reviews-a4-static-1,69b93e454d61,29.09MiB / 15.17GiB,29.09,results/matrix-20260916-2305/full-search-5000/containers.jsonl
single,search,5000,2026-09-17T03:42:07.3907716Z,book-reviews-a4-db-1,ca43277e8356,51.51MiB / 15.17GiB,51.51,results/matrix-20260916-2305/full-search-5000/containers.jsonl
single,search,5000,2026-09-17T03:42:07.3907716Z,book-reviews-a4-redis-1,87235cf2e925,13.91MiB / 192MiB,13.91,results/matrix-20260916-2305/full-search-5000/containers.jsonl
