deployment,endpoint,requests_target,timestamp,container,container_id,memory_original,memory_usage_mib,source_file
x3,book,100,2026-09-17T04:48:41.5517874Z,book-reviews-a4-traefik-1,9848c97527b3,120.7MiB / 15.17GiB,120.7,results/matrix-20260916-2305/scaled-book-100/containers.jsonl
x3,book,100,2026-09-17T04:48:41.5517874Z,book-reviews-a4-opensearch-1,48f7e9560c08,1.472GiB / 1.5GiB,1507.328,results/matrix-20260916-2305/scaled-book-100/containers.jsonl
x3,book,100,2026-09-17T04:48:49.5239473Z,book-reviews-a4-web-1,348cd506525f,121MiB / 15.17GiB,121.0,results/matrix-20260916-2305/scaled-book-100/containers.jsonl
x3,book,100,2026-09-17T04:48:49.5239473Z,book-reviews-a4-web-2,660681595a5e,120.9MiB / 15.17GiB,120.9,results/matrix-20260916-2305/scaled-book-100/containers.jsonl
x3,book,100,2026-09-17T04:48:49.5239473Z,book-reviews-a4-web-3,a1cb37b7da6b,120.1MiB / 15.17GiB,120.1,results/matrix-20260916-2305/scaled-book-100/containers.jsonl
x3,book,100,2026-09-17T04:48:49.5239473Z,book-reviews-a4-static-1,69b93e454d61,30.69MiB / 15.17GiB,30.69,results/matrix-20260916-2305/scaled-book-100/containers.jsonl
x3,book,100,2026-09-17T04:48:49.5239473Z,book-reviews-a4-db-1,ca43277e8356,56.09MiB / 15.17GiB,56.09,results/matrix-20260916-2305/scaled-book-100/containers.jsonl
x3,book,100,2026-09-17T04:48:49.5239473Z,book-reviews-a4-redis-1,87235cf2e925,15.31MiB / 192MiB,15.31,results/matrix-20260916-2305/scaled-book-100/containers.jsonl
x3,book,100,2026-09-17T04:48:49.5239473Z,book-reviews-a4-traefik-1,9848c97527b3,120.2MiB / 15.17GiB,120.2,results/matrix-20260916-2305/scaled-book-100/containers.jsonl
x3,book,100,2026-09-17T04:48:49.5239473Z,book-reviews-a4-opensearch-1,48f7e9560c08,1.472GiB / 1.5GiB,1507.328,results/matrix-20260916-2305/scaled-book-100/containers.jsonl
x3,book,100,2026-09-17T04:48:57.7373968Z,book-reviews-a4-web-1,348cd506525f,121MiB / 15.17GiB,121.0,results/matrix-20260916-2305/scaled-book-100/containers.jsonl
x3,book,100,2026-09-17T04:48:57.7373968Z,book-reviews-a4-web-2,660681595a5e,120.6MiB / 15.17GiB,120.6,results/matrix-20260916-2305/scaled-book-100/containers.jsonl
x3,book,100,2026-09-17T04:48:57.7373968Z,book-reviews-a4-web-3,a1cb37b7da6b,120MiB / 15.17GiB,120.0,results/matrix-20260916-2305/scaled-book-100/containers.jsonl
x3,book,100,2026-09-17T04:48:57.7373968Z,book-reviews-a4-static-1,69b93e454d61,31.84MiB / 15.17GiB,31.84,results/matrix-20260916-2305/scaled-book-100/containers.jsonl
x3,book,100,2026-09-17T04:48:57.7373968Z,book-reviews-a4-db-1,ca43277e8356,56.56MiB / 15.17GiB,56.56,results/matrix-20260916-2305/scaled-book-100/containers.jsonl
x3,book,100,2026-09-17T04:48:57.7373968Z,book-reviews-a4-redis-1,87235cf2e925,15.39MiB / 192MiB,15.39,results/matrix-20260916-2305/scaled-book-100/containers.jsonl
x3,book,100,2026-09-17T04:48:57.7373968Z,book-reviews-a4-traefik-1,9848c97527b3,120MiB / 15.17GiB,120.0,results/matrix-20260916-2305/scaled-book-100/containers.jsonl
x3,book,100,2026-09-17T04:48:57.7373968Z,book-reviews-a4-opensearch-1,48f7e9560c08,1.472GiB / 1.5GiB,1507.328,results/matrix-20260916-2305/scaled-book-100/containers.jsonl
x3,book,100,2026-09-17T04:49:05.9921126Z,book-reviews-a4-web-1,348cd506525f,121.4MiB / 15.17GiB,121.4,results/matrix-20260916-2305/scaled-book-100/containers.jsonl
x3,book,100,2026-09-17T04:49:05.9921126Z,book-reviews-a4-web-2,660681595a5e,120.8MiB / 15.17GiB,120.8,results/matrix-20260916-2305/scaled-book-100/containers.jsonl
x3,book,100,2026-09-17T04:49:05.9921126Z,book-reviews-a4-web-3,a1cb37b7da6b,120.6MiB / 15.17GiB,120.6,results/matrix-20260916-2305/scaled-book-100/containers.jsonl
x3,book,100,2026-09-17T04:49:05.9921126Z,book-reviews-a4-static-1,69b93e454d61,31.09MiB / 15.17GiB,31.09,results/matrix-20260916-2305/scaled-book-100/containers.jsonl
x3,book,100,2026-09-17T04:49:05.9921126Z,book-reviews-a4-db-1,ca43277e8356,56.11MiB / 15.17GiB,56.11,results/matrix-20260916-2305/scaled-book-100/containers.jsonl
x3,book,100,2026-09-17T04:49:05.9921126Z,book-reviews-a4-redis-1,87235cf2e925,15.32MiB / 192MiB,15.32,results/matrix-20260916-2305/scaled-book-100/containers.jsonl
x3,book,100,2026-09-17T04:49:05.9921126Z,book-reviews-a4-traefik-1,9848c97527b3,120.8MiB / 15.17GiB,120.8,results/matrix-20260916-2305/scaled-book-100/containers.jsonl
x3,book,100,2026-09-17T04:49:05.9921126Z,book-reviews-a4-opensearch-1,48f7e9560c08,1.472GiB / 1.5GiB,1507.328,results/matrix-20260916-2305/scaled-book-100/containers.jsonl
x3,book,100,2026-09-17T04:49:14.4149141Z,book-reviews-a4-web-1,348cd506525f,121.1MiB / 15.17GiB,121.1,results/matrix-20260916-2305/scaled-book-100/containers.jsonl
x3,book,100,2026-09-17T04:49:14.4149141Z,book-reviews-a4-web-2,660681595a5e,120.7MiB / 15.17GiB,120.7,results/matrix-20260916-2305/scaled-book-100/containers.jsonl
x3,book,100,2026-09-17T04:49:14.4149141Z,book-reviews-a4-web-3,a1cb37b7da6b,120.6MiB / 15.17GiB,120.6,results/matrix-20260916-2305/scaled-book-100/containers.jsonl
x3,book,100,2026-09-17T04:49:14.4149141Z,book-reviews-a4-static-1,69b93e454d61,31.02MiB / 15.17GiB,31.02,results/matrix-20260916-2305/scaled-book-100/containers.jsonl
x3,book,100,2026-09-17T04:49:14.4149141Z,book-reviews-a4-db-1,ca43277e8356,56.26MiB / 15.17GiB,56.26,results/matrix-20260916-2305/scaled-book-100/containers.jsonl
x3,book,100,2026-09-17T04:49:14.4149141Z,book-reviews-a4-redis-1,87235cf2e925,15.82MiB / 192MiB,15.82,results/matrix-20260916-2305/scaled-book-100/containers.jsonl
x3,book,100,2026-09-17T04:49:14.4149141Z,book-reviews-a4-traefik-1,9848c97527b3,120.1MiB / 15.17GiB,120.1,results/matrix-20260916-2305/scaled-book-100/containers.jsonl
x3,book,100,2026-09-17T04:49:14.4149141Z,book-reviews-a4-opensearch-1,48f7e9560c08,1.472GiB / 1.5GiB,1507.328,results/matrix-20260916-2305/scaled-book-100/containers.jsonl
x3,book,100,2026-09-17T04:49:22.6211661Z,book-reviews-a4-web-1,348cd506525f,126.3MiB / 15.17GiB,126.3,results/matrix-20260916-2305/scaled-book-100/containers.jsonl
x3,book,100,2026-09-17T04:49:22.6211661Z,book-reviews-a4-web-2,660681595a5e,121.4MiB / 15.17GiB,121.4,results/matrix-20260916-2305/scaled-book-100/containers.jsonl
x3,book,100,2026-09-17T04:49:22.6211661Z,book-reviews-a4-web-3,a1cb37b7da6b,120MiB / 15.17GiB,120.0,results/matrix-20260916-2305/scaled-book-100/containers.jsonl
x3,book,100,2026-09-17T04:49:22.6211661Z,book-reviews-a4-static-1,69b93e454d61,30.32MiB / 15.17GiB,30.32,results/matrix-20260916-2305/scaled-book-100/containers.jsonl
x3,book,100,2026-09-17T04:49:22.6211661Z,book-reviews-a4-db-1,ca43277e8356,56.57MiB / 15.17GiB,56.57,results/matrix-20260916-2305/scaled-book-100/containers.jsonl
x3,book,100,2026-09-17T04:49:22.6211661Z,book-reviews-a4-redis-1,87235cf2e925,15.83MiB / 192MiB,15.83,results/matrix-20260916-2305/scaled-book-100/containers.jsonl
x3,book,100,2026-09-17T04:49:22.6211661Z,book-reviews-a4-traefik-1,9848c97527b3,121MiB / 15.17GiB,121.0,results/matrix-20260916-2305/scaled-book-100/containers.jsonl
x3,book,100,2026-09-17T04:49:22.6211661Z,book-reviews-a4-opensearch-1,48f7e9560c08,1.473GiB / 1.5GiB,1508.352,results/matrix-20260916-2305/scaled-book-100/containers.jsonl
x3,book,100,2026-09-17T04:49:30.6566708Z,book-reviews-a4-web-1,348cd506525f,121.3MiB / 15.17GiB,121.3,results/matrix-20260916-2305/scaled-book-100/containers.jsonl
x3,book,100,2026-09-17T04:49:30.6566708Z,book-reviews-a4-web-2,660681595a5e,121.5MiB / 15.17GiB,121.5,results/matrix-20260916-2305/scaled-book-100/containers.jsonl
x3,book,100,2026-09-17T04:49:30.6566708Z,book-reviews-a4-web-3,a1cb37b7da6b,120.1MiB / 15.17GiB,120.1,results/matrix-20260916-2305/scaled-book-100/containers.jsonl
x3,book,100,2026-09-17T04:49:30.6566708Z,book-reviews-a4-static-1,69b93e454d61,31.02MiB / 15.17GiB,31.02,results/matrix-20260916-2305/scaled-book-100/containers.jsonl
x3,book,100,2026-09-17T04:49:30.6566708Z,book-reviews-a4-db-1,ca43277e8356,56.29MiB / 15.17GiB,56.29,results/matrix-20260916-2305/scaled-book-100/containers.jsonl
x3,book,100,2026-09-17T04:49:30.6566708Z,book-reviews-a4-redis-1,87235cf2e925,15.35MiB / 192MiB,15.35,results/matrix-20260916-2305/scaled-book-100/containers.jsonl
x3,book,100,2026-09-17T04:49:30.6566708Z,book-reviews-a4-traefik-1,9848c97527b3,120.3MiB / 15.17GiB,120.3,results/matrix-20260916-2305/scaled-book-100/containers.jsonl
x3,book,100,2026-09-17T04:49:30.6566708Z,book-reviews-a4-opensearch-1,48f7e9560c08,1.472GiB / 1.5GiB,1507.328,results/matrix-20260916-2305/scaled-book-100/containers.jsonl
x3,book,100,2026-09-17T04:49:38.9596000Z,book-reviews-a4-web-1,348cd506525f,121.5MiB / 15.17GiB,121.5,results/matrix-20260916-2305/scaled-book-100/containers.jsonl
x3,book,100,2026-09-17T04:49:38.9596000Z,book-reviews-a4-web-2,660681595a5e,120.8MiB / 15.17GiB,120.8,results/matrix-20260916-2305/scaled-book-100/containers.jsonl
x3,book,100,2026-09-17T04:49:38.9596000Z,book-reviews-a4-web-3,a1cb37b7da6b,120.2MiB / 15.17GiB,120.2,results/matrix-20260916-2305/scaled-book-100/containers.jsonl
x3,book,100,2026-09-17T04:49:38.9596000Z,book-reviews-a4-static-1,69b93e454d61,30.73MiB / 15.17GiB,30.73,results/matrix-20260916-2305/scaled-book-100/containers.jsonl
x3,book,100,2026-09-17T04:49:38.9596000Z,book-reviews-a4-db-1,ca43277e8356,56.73MiB / 15.17GiB,56.73,results/matrix-20260916-2305/scaled-book-100/containers.jsonl
x3,book,100,2026-09-17T04:49:38.9596000Z,book-reviews-a4-redis-1,87235cf2e925,15.4MiB / 192MiB,15.4,results/matrix-20260916-2305/scaled-book-100/containers.jsonl
x3,book,100,2026-09-17T04:49:38.9596000Z,book-reviews-a4-traefik-1,9848c97527b3,120.6MiB / 15.17GiB,120.6,results/matrix-20260916-2305/scaled-book-100/containers.jsonl
x3,book,100,2026-09-17T04:49:38.9596000Z,book-reviews-a4-opensearch-1,48f7e9560c08,1.472GiB / 1.5GiB,1507.328,results/matrix-20260916-2305/scaled-book-100/containers.jsonl
x3,book,100,2026-09-17T04:49:47.2374092Z,book-reviews-a4-web-1,348cd506525f,121.1MiB / 15.17GiB,121.1,results/matrix-20260916-2305/scaled-book-100/containers.jsonl
x3,book,100,2026-09-17T04:49:47.2374092Z,book-reviews-a4-web-2,660681595a5e,121.2MiB / 15.17GiB,121.2,results/matrix-20260916-2305/scaled-book-100/containers.jsonl
x3,book,100,2026-09-17T04:49:47.2374092Z,book-reviews-a4-web-3,a1cb37b7da6b,120.6MiB / 15.17GiB,120.6,results/matrix-20260916-2305/scaled-book-100/containers.jsonl
x3,book,100,2026-09-17T04:49:47.2374092Z,book-reviews-a4-static-1,69b93e454d61,30.48MiB / 15.17GiB,30.48,results/matrix-20260916-2305/scaled-book-100/containers.jsonl
x3,book,100,2026-09-17T04:49:47.2374092Z,book-reviews-a4-db-1,ca43277e8356,56.54MiB / 15.17GiB,56.54,results/matrix-20260916-2305/scaled-book-100/containers.jsonl
x3,book,100,2026-09-17T04:49:47.2374092Z,book-reviews-a4-redis-1,87235cf2e925,15.29MiB / 192MiB,15.29,results/matrix-20260916-2305/scaled-book-100/containers.jsonl
x3,book,100,2026-09-17T04:49:47.2374092Z,book-reviews-a4-traefik-1,9848c97527b3,120.7MiB / 15.17GiB,120.7,results/matrix-20260916-2305/scaled-book-100/containers.jsonl
x3,book,100,2026-09-17T04:49:47.2374092Z,book-reviews-a4-opensearch-1,48f7e9560c08,1.472GiB / 1.5GiB,1507.328,results/matrix-20260916-2305/scaled-book-100/containers.jsonl
x3,book,100,2026-09-17T04:49:55.4752020Z,book-reviews-a4-web-1,348cd506525f,121.9MiB / 15.17GiB,121.9,results/matrix-20260916-2305/scaled-book-100/containers.jsonl
x3,book,100,2026-09-17T04:49:55.4752020Z,book-reviews-a4-web-2,660681595a5e,121.2MiB / 15.17GiB,121.2,results/matrix-20260916-2305/scaled-book-100/containers.jsonl
x3,book,100,2026-09-17T04:49:55.4752020Z,book-reviews-a4-web-3,a1cb37b7da6b,120.7MiB / 15.17GiB,120.7,results/matrix-20260916-2305/scaled-book-100/containers.jsonl
x3,book,100,2026-09-17T04:49:55.4752020Z,book-reviews-a4-static-1,69b93e454d61,30.66MiB / 15.17GiB,30.66,results/matrix-20260916-2305/scaled-book-100/containers.jsonl
x3,book,100,2026-09-17T04:49:55.4752020Z,book-reviews-a4-db-1,ca43277e8356,56.16MiB / 15.17GiB,56.16,results/matrix-20260916-2305/scaled-book-100/containers.jsonl
x3,book,100,2026-09-17T04:49:55.4752020Z,book-reviews-a4-redis-1,87235cf2e925,15.81MiB / 192MiB,15.81,results/matrix-20260916-2305/scaled-book-100/containers.jsonl
x3,book,100,2026-09-17T04:49:55.4752020Z,book-reviews-a4-traefik-1,9848c97527b3,121MiB / 15.17GiB,121.0,results/matrix-20260916-2305/scaled-book-100/containers.jsonl
x3,book,100,2026-09-17T04:49:55.4752020Z,book-reviews-a4-opensearch-1,48f7e9560c08,1.473GiB / 1.5GiB,1508.352,results/matrix-20260916-2305/scaled-book-100/containers.jsonl
x3,book,100,2026-09-17T04:50:03.6741097Z,book-reviews-a4-web-1,348cd506525f,120.7MiB / 15.17GiB,120.7,results/matrix-20260916-2305/scaled-book-100/containers.jsonl
x3,book,100,2026-09-17T04:50:03.6741097Z,book-reviews-a4-web-2,660681595a5e,121.7MiB / 15.17GiB,121.7,results/matrix-20260916-2305/scaled-book-100/containers.jsonl
x3,book,100,2026-09-17T04:50:03.6741097Z,book-reviews-a4-web-3,a1cb37b7da6b,120.6MiB / 15.17GiB,120.6,results/matrix-20260916-2305/scaled-book-100/containers.jsonl
x3,book,100,2026-09-17T04:50:03.6741097Z,book-reviews-a4-static-1,69b93e454d61,31.75MiB / 15.17GiB,31.75,results/matrix-20260916-2305/scaled-book-100/containers.jsonl
x3,book,100,2026-09-17T04:50:03.6741097Z,book-reviews-a4-db-1,ca43277e8356,56.5MiB / 15.17GiB,56.5,results/matrix-20260916-2305/scaled-book-100/containers.jsonl
x3,book,100,2026-09-17T04:50:03.6741097Z,book-reviews-a4-redis-1,87235cf2e925,14.99MiB / 192MiB,14.99,results/matrix-20260916-2305/scaled-book-100/containers.jsonl
x3,book,100,2026-09-17T04:50:03.6741097Z,book-reviews-a4-traefik-1,9848c97527b3,120.8MiB / 15.17GiB,120.8,results/matrix-20260916-2305/scaled-book-100/containers.jsonl
x3,book,100,2026-09-17T04:50:03.6741097Z,book-reviews-a4-opensearch-1,48f7e9560c08,1.463GiB / 1.5GiB,1498.112,results/matrix-20260916-2305/scaled-book-100/containers.jsonl
x3,book,100,2026-09-17T04:50:11.6523154Z,book-reviews-a4-web-1,348cd506525f,120.8MiB / 15.17GiB,120.8,results/matrix-20260916-2305/scaled-book-100/containers.jsonl
x3,book,100,2026-09-17T04:50:11.6523154Z,book-reviews-a4-web-2,660681595a5e,121MiB / 15.17GiB,121.0,results/matrix-20260916-2305/scaled-book-100/containers.jsonl
x3,book,100,2026-09-17T04:50:11.6523154Z,book-reviews-a4-web-3,a1cb37b7da6b,120.6MiB / 15.17GiB,120.6,results/matrix-20260916-2305/scaled-book-100/containers.jsonl
x3,book,100,2026-09-17T04:50:11.6523154Z,book-reviews-a4-static-1,69b93e454d61,30.45MiB / 15.17GiB,30.45,results/matrix-20260916-2305/scaled-book-100/containers.jsonl
x3,book,100,2026-09-17T04:50:11.6523154Z,book-reviews-a4-db-1,ca43277e8356,56.67MiB / 15.17GiB,56.67,results/matrix-20260916-2305/scaled-book-100/containers.jsonl
x3,book,100,2026-09-17T04:50:11.6523154Z,book-reviews-a4-redis-1,87235cf2e925,14.99MiB / 192MiB,14.99,results/matrix-20260916-2305/scaled-book-100/containers.jsonl
x3,book,100,2026-09-17T04:50:11.6523154Z,book-reviews-a4-traefik-1,9848c97527b3,121.3MiB / 15.17GiB,121.3,results/matrix-20260916-2305/scaled-book-100/containers.jsonl
x3,book,100,2026-09-17T04:50:11.6523154Z,book-reviews-a4-opensearch-1,48f7e9560c08,1.495GiB / 1.5GiB,1530.88,results/matrix-20260916-2305/scaled-book-100/containers.jsonl
x3,book,100,2026-09-17T04:50:19.6466045Z,book-reviews-a4-web-1,348cd506525f,121.5MiB / 15.17GiB,121.5,results/matrix-20260916-2305/scaled-book-100/containers.jsonl
x3,book,100,2026-09-17T04:50:19.6466045Z,book-reviews-a4-web-2,660681595a5e,121.7MiB / 15.17GiB,121.7,results/matrix-20260916-2305/scaled-book-100/containers.jsonl
x3,book,100,2026-09-17T04:50:19.6466045Z,book-reviews-a4-web-3,a1cb37b7da6b,121.1MiB / 15.17GiB,121.1,results/matrix-20260916-2305/scaled-book-100/containers.jsonl
x3,book,100,2026-09-17T04:50:19.6466045Z,book-reviews-a4-static-1,69b93e454d61,30.53MiB / 15.17GiB,30.53,results/matrix-20260916-2305/scaled-book-100/containers.jsonl
x3,book,100,2026-09-17T04:50:19.6466045Z,book-reviews-a4-db-1,ca43277e8356,56.67MiB / 15.17GiB,56.67,results/matrix-20260916-2305/scaled-book-100/containers.jsonl
x3,book,100,2026-09-17T04:50:19.6466045Z,book-reviews-a4-redis-1,87235cf2e925,15.22MiB / 192MiB,15.22,results/matrix-20260916-2305/scaled-book-100/containers.jsonl
x3,book,100,2026-09-17T04:50:19.6466045Z,book-reviews-a4-traefik-1,9848c97527b3,121.1MiB / 15.17GiB,121.1,results/matrix-20260916-2305/scaled-book-100/containers.jsonl
x3,book,100,2026-09-17T04:50:19.6466045Z,book-reviews-a4-opensearch-1,48f7e9560c08,1.494GiB / 1.5GiB,1529.856,results/matrix-20260916-2305/scaled-book-100/containers.jsonl
x3,book,100,2026-09-17T04:50:27.8273859Z,book-reviews-a4-web-1,348cd506525f,121.6MiB / 15.17GiB,121.6,results/matrix-20260916-2305/scaled-book-100/containers.jsonl
x3,book,100,2026-09-17T04:50:27.8273859Z,book-reviews-a4-web-2,660681595a5e,120.7MiB / 15.17GiB,120.7,results/matrix-20260916-2305/scaled-book-100/containers.jsonl
x3,book,100,2026-09-17T04:50:27.8273859Z,book-reviews-a4-web-3,a1cb37b7da6b,120.4MiB / 15.17GiB,120.4,results/matrix-20260916-2305/scaled-book-100/containers.jsonl
x3,book,100,2026-09-17T04:50:27.8273859Z,book-reviews-a4-static-1,69b93e454d61,30.51MiB / 15.17GiB,30.51,results/matrix-20260916-2305/scaled-book-100/containers.jsonl
x3,book,100,2026-09-17T04:50:27.8273859Z,book-reviews-a4-db-1,ca43277e8356,56.45MiB / 15.17GiB,56.45,results/matrix-20260916-2305/scaled-book-100/containers.jsonl
x3,book,100,2026-09-17T04:50:27.8273859Z,book-reviews-a4-redis-1,87235cf2e925,15.55MiB / 192MiB,15.55,results/matrix-20260916-2305/scaled-book-100/containers.jsonl
x3,book,100,2026-09-17T04:50:27.8273859Z,book-reviews-a4-traefik-1,9848c97527b3,122.1MiB / 15.17GiB,122.1,results/matrix-20260916-2305/scaled-book-100/containers.jsonl
x3,book,100,2026-09-17T04:50:27.8273859Z,book-reviews-a4-opensearch-1,48f7e9560c08,1.493GiB / 1.5GiB,1528.832,results/matrix-20260916-2305/scaled-book-100/containers.jsonl
x3,book,100,2026-09-17T04:50:36.1014580Z,book-reviews-a4-web-1,348cd506525f,121.3MiB / 15.17GiB,121.3,results/matrix-20260916-2305/scaled-book-100/containers.jsonl
x3,book,100,2026-09-17T04:50:36.1014580Z,book-reviews-a4-web-2,660681595a5e,121.6MiB / 15.17GiB,121.6,results/matrix-20260916-2305/scaled-book-100/containers.jsonl
x3,book,100,2026-09-17T04:50:36.1014580Z,book-reviews-a4-web-3,a1cb37b7da6b,120.2MiB / 15.17GiB,120.2,results/matrix-20260916-2305/scaled-book-100/containers.jsonl
x3,book,100,2026-09-17T04:50:36.1014580Z,book-reviews-a4-static-1,69b93e454d61,30.81MiB / 15.17GiB,30.81,results/matrix-20260916-2305/scaled-book-100/containers.jsonl
x3,book,100,2026-09-17T04:50:36.1014580Z,book-reviews-a4-db-1,ca43277e8356,56.96MiB / 15.17GiB,56.96,results/matrix-20260916-2305/scaled-book-100/containers.jsonl
x3,book,100,2026-09-17T04:50:36.1014580Z,book-reviews-a4-redis-1,87235cf2e925,15.66MiB / 192MiB,15.66,results/matrix-20260916-2305/scaled-book-100/containers.jsonl
x3,book,100,2026-09-17T04:50:36.1014580Z,book-reviews-a4-traefik-1,9848c97527b3,121.2MiB / 15.17GiB,121.2,results/matrix-20260916-2305/scaled-book-100/containers.jsonl
x3,book,100,2026-09-17T04:50:36.1014580Z,book-reviews-a4-opensearch-1,48f7e9560c08,1.493GiB / 1.5GiB,1528.832,results/matrix-20260916-2305/scaled-book-100/containers.jsonl
x3,book,100,2026-09-17T04:50:44.3698944Z,book-reviews-a4-web-1,348cd506525f,121MiB / 15.17GiB,121.0,results/matrix-20260916-2305/scaled-book-100/containers.jsonl
x3,book,100,2026-09-17T04:50:44.3698944Z,book-reviews-a4-web-2,660681595a5e,121.8MiB / 15.17GiB,121.8,results/matrix-20260916-2305/scaled-book-100/containers.jsonl
x3,book,100,2026-09-17T04:50:44.3698944Z,book-reviews-a4-web-3,a1cb37b7da6b,120.7MiB / 15.17GiB,120.7,results/matrix-20260916-2305/scaled-book-100/containers.jsonl
x3,book,100,2026-09-17T04:50:44.3698944Z,book-reviews-a4-static-1,69b93e454d61,31MiB / 15.17GiB,31.0,results/matrix-20260916-2305/scaled-book-100/containers.jsonl
x3,book,100,2026-09-17T04:50:44.3698944Z,book-reviews-a4-db-1,ca43277e8356,56.59MiB / 15.17GiB,56.59,results/matrix-20260916-2305/scaled-book-100/containers.jsonl
x3,book,100,2026-09-17T04:50:44.3698944Z,book-reviews-a4-redis-1,87235cf2e925,15.3MiB / 192MiB,15.3,results/matrix-20260916-2305/scaled-book-100/containers.jsonl
x3,book,100,2026-09-17T04:50:44.3698944Z,book-reviews-a4-traefik-1,9848c97527b3,121.6MiB / 15.17GiB,121.6,results/matrix-20260916-2305/scaled-book-100/containers.jsonl
x3,book,100,2026-09-17T04:50:44.3698944Z,book-reviews-a4-opensearch-1,48f7e9560c08,1.493GiB / 1.5GiB,1528.832,results/matrix-20260916-2305/scaled-book-100/containers.jsonl
x3,book,100,2026-09-17T04:50:52.6373419Z,book-reviews-a4-web-1,348cd506525f,121MiB / 15.17GiB,121.0,results/matrix-20260916-2305/scaled-book-100/containers.jsonl
x3,book,100,2026-09-17T04:50:52.6373419Z,book-reviews-a4-web-2,660681595a5e,121.2MiB / 15.17GiB,121.2,results/matrix-20260916-2305/scaled-book-100/containers.jsonl
x3,book,100,2026-09-17T04:50:52.6373419Z,book-reviews-a4-web-3,a1cb37b7da6b,120.7MiB / 15.17GiB,120.7,results/matrix-20260916-2305/scaled-book-100/containers.jsonl
x3,book,100,2026-09-17T04:50:52.6373419Z,book-reviews-a4-static-1,69b93e454d61,30.87MiB / 15.17GiB,30.87,results/matrix-20260916-2305/scaled-book-100/containers.jsonl
x3,book,100,2026-09-17T04:50:52.6373419Z,book-reviews-a4-db-1,ca43277e8356,56.29MiB / 15.17GiB,56.29,results/matrix-20260916-2305/scaled-book-100/containers.jsonl
x3,book,100,2026-09-17T04:50:52.6373419Z,book-reviews-a4-redis-1,87235cf2e925,15.57MiB / 192MiB,15.57,results/matrix-20260916-2305/scaled-book-100/containers.jsonl
x3,book,100,2026-09-17T04:50:52.6373419Z,book-reviews-a4-traefik-1,9848c97527b3,122.4MiB / 15.17GiB,122.4,results/matrix-20260916-2305/scaled-book-100/containers.jsonl
x3,book,100,2026-09-17T04:50:52.6373419Z,book-reviews-a4-opensearch-1,48f7e9560c08,1.493GiB / 1.5GiB,1528.832,results/matrix-20260916-2305/scaled-book-100/containers.jsonl
x3,book,100,2026-09-17T04:51:00.6301132Z,book-reviews-a4-web-1,348cd506525f,121.5MiB / 15.17GiB,121.5,results/matrix-20260916-2305/scaled-book-100/containers.jsonl
x3,book,100,2026-09-17T04:51:00.6301132Z,book-reviews-a4-web-2,660681595a5e,122.2MiB / 15.17GiB,122.2,results/matrix-20260916-2305/scaled-book-100/containers.jsonl
x3,book,100,2026-09-17T04:51:00.6301132Z,book-reviews-a4-web-3,a1cb37b7da6b,120.8MiB / 15.17GiB,120.8,results/matrix-20260916-2305/scaled-book-100/containers.jsonl
x3,book,100,2026-09-17T04:51:00.6301132Z,book-reviews-a4-static-1,69b93e454d61,30.3MiB / 15.17GiB,30.3,results/matrix-20260916-2305/scaled-book-100/containers.jsonl
x3,book,100,2026-09-17T04:51:00.6301132Z,book-reviews-a4-db-1,ca43277e8356,56.62MiB / 15.17GiB,56.62,results/matrix-20260916-2305/scaled-book-100/containers.jsonl
x3,book,100,2026-09-17T04:51:00.6301132Z,book-reviews-a4-redis-1,87235cf2e925,15.14MiB / 192MiB,15.14,results/matrix-20260916-2305/scaled-book-100/containers.jsonl
x3,book,100,2026-09-17T04:51:00.6301132Z,book-reviews-a4-traefik-1,9848c97527b3,121.6MiB / 15.17GiB,121.6,results/matrix-20260916-2305/scaled-book-100/containers.jsonl
x3,book,100,2026-09-17T04:51:00.6301132Z,book-reviews-a4-opensearch-1,48f7e9560c08,1.493GiB / 1.5GiB,1528.832,results/matrix-20260916-2305/scaled-book-100/containers.jsonl
x3,book,100,2026-09-17T04:51:08.8573269Z,book-reviews-a4-web-1,348cd506525f,121MiB / 15.17GiB,121.0,results/matrix-20260916-2305/scaled-book-100/containers.jsonl
x3,book,100,2026-09-17T04:51:08.8573269Z,book-reviews-a4-web-2,660681595a5e,121MiB / 15.17GiB,121.0,results/matrix-20260916-2305/scaled-book-100/containers.jsonl
x3,book,100,2026-09-17T04:51:08.8573269Z,book-reviews-a4-web-3,a1cb37b7da6b,120.5MiB / 15.17GiB,120.5,results/matrix-20260916-2305/scaled-book-100/containers.jsonl
x3,book,100,2026-09-17T04:51:08.8573269Z,book-reviews-a4-static-1,69b93e454d61,31.14MiB / 15.17GiB,31.14,results/matrix-20260916-2305/scaled-book-100/containers.jsonl
x3,book,100,2026-09-17T04:51:08.8573269Z,book-reviews-a4-db-1,ca43277e8356,56.78MiB / 15.17GiB,56.78,results/matrix-20260916-2305/scaled-book-100/containers.jsonl
x3,book,100,2026-09-17T04:51:08.8573269Z,book-reviews-a4-redis-1,87235cf2e925,15.34MiB / 192MiB,15.34,results/matrix-20260916-2305/scaled-book-100/containers.jsonl
x3,book,100,2026-09-17T04:51:08.8573269Z,book-reviews-a4-traefik-1,9848c97527b3,122.4MiB / 15.17GiB,122.4,results/matrix-20260916-2305/scaled-book-100/containers.jsonl
